         10x12WE                  (10x12WE.dat)                                                                                                                           
         v2020-0506                                                                                                                                                       
         Simulation Date: 03/09/2021                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
        50.2        0.41      0.5347      0.1476      0.1126       1.989       9.644       7.945    1483.404       1.090      35.340       2.429        0.52     175668.  
        56.5        0.46      0.5783      0.1481      0.1175       2.077      10.069       7.975    1548.714       1.138      35.472       2.336        0.52     176345.  
        62.8        0.51      0.6163      0.1486      0.1229       2.172      10.529       7.999    1619.504       1.190      35.580       2.240        0.52     177099.  
        69.0        0.56      0.6492      0.1489      0.1286       2.273      11.018       8.016    1694.759       1.245      35.654       2.145        0.52     177928.  
        75.3        0.61      0.6779      0.1490      0.1344       2.375      11.516       8.019    1771.240       1.301      35.668       2.053        0.53     178832.  
        81.6        0.66      0.7031      0.1485      0.1400       2.473      11.991       7.995    1844.436       1.355      35.561       1.966        0.53     179810.  
        87.9        0.71      0.7258      0.1465      0.1441       2.546      12.344       7.889    1898.709       1.395      35.090       1.885        0.53     180860.  
        94.1        0.76      0.7462      0.1425      0.1460       2.580      12.507       7.669    1923.744       1.413      34.114       1.808        0.53     181980.  
       100.4        0.82      0.7655      0.1365      0.1454       2.571      12.462       7.349    1916.872       1.408      32.690       1.739        0.53     183171.  
       106.7        0.87      0.7853      0.1287      0.1420       2.510      12.167       6.928    1871.374       1.375      30.816       1.679        0.53     184430.  
       113.0        0.92      0.8050      0.1194      0.1361       2.405      11.660       6.428    1793.510       1.317      28.593       1.626        0.54     185756.  
       119.2        0.97      0.8230      0.1099      0.1293       2.286      11.082       5.917    1704.484       1.252      26.319       1.575        0.54     187147.  
       125.5        1.02      0.8395      0.1002      0.1217       2.150      10.426       5.394    1603.584       1.178      23.993       1.526        0.54     188602.  
       131.8        1.07      0.8556      0.0903      0.1130       1.997       9.683       4.863    1489.369       1.094      21.631       1.481        0.54     190120.  
       138.1        1.12      0.8680      0.0801      0.1035       1.829       8.866       4.312    1363.746       1.002      19.179       1.434        0.55     191700.  
       144.3        1.17      0.8726      0.0695      0.0934       1.651       8.006       3.744    1231.497       0.905      16.654       1.379        0.55     193338.  
       150.6        1.22      0.8726      0.0588      0.0824       1.456       7.061       3.164    1086.000       0.798      14.076       1.322        0.55     195035.  
       156.9        1.27      0.8659      0.0478      0.0703       1.243       6.025       2.572     926.785       0.681      11.442       1.259        0.56     196789.  
       163.2        1.33      0.8467      0.0366      0.0572       1.012       4.905       1.969     754.486       0.554       8.758       1.184        0.56     198598.  
       169.4        1.38      0.7953      0.0249      0.0431       0.762       3.692       1.340     567.869       0.417       5.962       1.071        0.56     200460.  
       175.7        1.43      0.6334      0.0127      0.0286       0.506       2.454       0.684     377.395       0.277       3.043       0.822        0.57     202375.  
       182.0        1.48     -0.0019      0.0000      0.0147       0.260       1.261      -0.001     193.887       0.142      -0.004      -0.002        0.57     204340.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      14000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1446      0.0885       1.953       8.792       9.027    1456.271       0.993      40.153       2.812        0.56     186410.  
         6.8        0.05      0.0810      0.1448      0.0911       2.010       9.050       9.040    1499.087       1.022      40.210       2.735        0.56     186453.  
        13.5        0.10      0.1574      0.1451      0.0939       2.073       9.332       9.057    1545.876       1.054      40.285       2.657        0.56     186584.  
        20.3        0.15      0.2291      0.1454      0.0970       2.141       9.639       9.078    1596.578       1.089      40.379       2.579        0.56     186802.  
        27.0        0.20      0.2958      0.1458      0.1005       2.218       9.984       9.103    1653.814       1.128      40.491       2.497        0.56     187106.  
        33.8        0.25      0.3580      0.1463      0.1041       2.298      10.345       9.134    1713.599       1.169      40.629       2.418        0.56     187496.  
        40.5        0.31      0.4176      0.1469      0.1076       2.375      10.690       9.174    1770.713       1.208      40.805       2.350        0.56     187972.  
        47.3        0.36      0.4722      0.1476      0.1115       2.462      11.083       9.218    1835.776       1.252      41.001       2.277        0.56     188534.  
        54.0        0.41      0.5275      0.1485      0.1148       2.533      11.405       9.273    1889.175       1.289      41.244       2.226        0.56     189179.  
        60.8        0.46      0.5710      0.1492      0.1198       2.645      11.905       9.314    1972.060       1.345      41.429       2.142        0.56     189908.  
        67.6        0.51      0.6109      0.1498      0.1249       2.757      12.414       9.351    2056.239       1.402      41.592       2.063        0.56     190719.  
        74.3        0.56      0.6450      0.1502      0.1305       2.881      12.970       9.377    2148.345       1.465      41.709       1.980        0.56     191612.  
        81.1        0.61      0.6742      0.1504      0.1364       3.010      13.550       9.388    2244.422       1.531      41.756       1.897        0.57     192584.  
        87.8        0.66      0.6999      0.1501      0.1421       3.136      14.116       9.371    2338.210       1.595      41.684       1.818        0.57     193636.  
        94.6        0.71      0.7226      0.1484      0.1465       3.234      14.560       9.267    2411.755       1.645      41.218       1.743        0.57     194766.  
       101.3        0.76      0.7428      0.1444      0.1485       3.279      14.761       9.014    2445.144       1.668      40.093       1.672        0.57     195972.  
       108.1        0.82      0.7613      0.1384      0.1482       3.271      14.724       8.639    2439.008       1.664      38.426       1.607        0.57     197253.  
       114.8        0.87      0.7807      0.1304      0.1446       3.193      14.373       8.139    2380.850       1.624      36.203       1.551        0.58     198608.  
       121.6        0.92      0.8014      0.1211      0.1386       3.058      13.768       7.558    2280.586       1.555      33.619       1.503        0.58     200035.  
       128.4        0.97      0.8205      0.1115      0.1316       2.904      13.073       6.962    2165.520       1.477      30.965       1.458        0.58     201532.  
       135.1        1.02      0.8390      0.1018      0.1236       2.728      12.282       6.354    2034.527       1.388      28.262       1.416        0.58     203099.  
       141.9        1.07      0.8579      0.0918      0.1145       2.528      11.378       5.732    1884.768       1.286      25.496       1.379        0.59     204732.  
       148.6        1.12      0.8682      0.0814      0.1051       2.320      10.443       5.082    1729.746       1.180      22.604       1.333        0.59     206432.  
       155.4        1.17      0.8731      0.0708      0.0950       2.096       9.438       4.418    1563.359       1.066      19.651       1.282        0.59     208196.  
       162.1        1.22      0.8735      0.0599      0.0838       1.850       8.327       3.737    1379.367       0.941      16.624       1.229        0.60     210022.  
       168.9        1.27      0.8684      0.0487      0.0715       1.578       7.105       3.043    1176.933       0.803      13.537       1.173        0.60     211909.  
       175.6        1.32      0.8497      0.0373      0.0581       1.283       5.776       2.328     956.715       0.653      10.353       1.103        0.60     213856.  
       182.4        1.38      0.7993      0.0255      0.0438       0.967       4.355       1.590     721.429       0.492       7.072       1.000        0.61     215861.  
       189.2        1.43      0.6388      0.0130      0.0291       0.643       2.893       0.814     479.280       0.327       3.620       0.770        0.61     217921.  
       195.9        1.48     -0.0025      0.0000      0.0148       0.326       1.469      -0.002     243.406       0.166      -0.007      -0.003        0.61     220036.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      15000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1450      0.0946       2.569      10.793      10.394    1915.432       1.219      46.234       2.461        0.59     199725.  
         7.2        0.05      0.0761      0.1452      0.0972       2.638      11.086      10.408    1967.489       1.252      46.294       2.399        0.60     199771.  
        14.5        0.10      0.1482      0.1455      0.1000       2.714      11.403      10.426    2023.741       1.288      46.375       2.337        0.60     199911.  
        21.7        0.15      0.2175      0.1458      0.1024       2.781      11.686      10.453    2073.955       1.320      46.494       2.286        0.60     200144.  
        28.9        0.20      0.2844      0.1463      0.1048       2.845      11.953      10.487    2121.373       1.350      46.645       2.242        0.60     200470.  
        36.2        0.25      0.3450      0.1468      0.1083       2.942      12.359      10.521    2193.481       1.396      46.797       2.176        0.60     200888.  
        43.4        0.31      0.4025      0.1474      0.1119       3.038      12.764      10.564    2265.220       1.442      46.988       2.115        0.60     201397.  
        50.6        0.36      0.4572      0.1481      0.1155       3.135      13.172      10.616    2337.642       1.488      47.218       2.060        0.60     201998.  
        57.9        0.41      0.5042      0.1488      0.1203       3.265      13.718      10.668    2434.697       1.550      47.452       1.987        0.60     202688.  
        65.1        0.46      0.5624      0.1500      0.1222       3.318      13.943      10.750    2474.497       1.575      47.818       1.971        0.60     203468.  
        72.3        0.51      0.6066      0.1508      0.1266       3.438      14.444      10.810    2563.449       1.632      48.083       1.913        0.60     204336.  
        79.6        0.56      0.6405      0.1514      0.1324       3.594      15.102      10.849    2680.216       1.706      48.258       1.836        0.60     205292.  
        86.8        0.61      0.6671      0.1516      0.1388       3.769      15.838      10.864    2810.869       1.789      48.322       1.753        0.61     206333.  
        94.0        0.66      0.6958      0.1514      0.1441       3.911      16.434      10.853    2916.674       1.857      48.274       1.688        0.61     207458.  
       101.3        0.71      0.7178      0.1503      0.1493       4.054      17.036      10.776    3023.397       1.925      47.932       1.617        0.61     208668.  
       108.5        0.76      0.7373      0.1465      0.1518       4.121      17.315      10.501    3073.061       1.956      46.709       1.550        0.61     209958.  
       115.7        0.81      0.7547      0.1405      0.1517       4.117      17.300      10.068    3070.420       1.955      44.783       1.487        0.61     211330.  
       123.0        0.87      0.7743      0.1325      0.1481       4.022      16.899       9.496    2999.182       1.909      42.240       1.436        0.62     212779.  
       130.2        0.92      0.7957      0.1231      0.1418       3.849      16.171       8.820    2869.890       1.827      39.232       1.394        0.62     214306.  
       137.4        0.97      0.8229      0.1138      0.1338       3.632      15.259       8.154    2708.101       1.724      36.267       1.366        0.62     215909.  
       144.7        1.02      0.8409      0.1038      0.1257       3.412      14.336       7.437    2544.383       1.620      33.081       1.326        0.63     217585.  
       151.9        1.07      0.8580      0.0935      0.1166       3.165      13.298       6.704    2360.021       1.502      29.817       1.288        0.63     219334.  
       159.1        1.12      0.8688      0.0830      0.1070       2.905      12.206       5.948    2166.347       1.379      26.455       1.245        0.63     221153.  
       166.4        1.17      0.8740      0.0722      0.0967       2.626      11.032       5.173    1958.003       1.246      23.008       1.198        0.64     223041.  
       173.6        1.22      0.8748      0.0611      0.0854       2.318       9.738       4.380    1728.325       1.100      19.481       1.149        0.64     224995.  
       180.8        1.27      0.8690      0.0498      0.0729       1.980       8.320       3.568    1476.558       0.940      15.872       1.096        0.64     227015.  
       188.1        1.32      0.8512      0.0381      0.0593       1.611       6.769       2.734    1201.270       0.765      12.161       1.032        0.65     229099.  
       195.3        1.37      0.8023      0.0262      0.0448       1.217       5.115       1.875     907.803       0.578       8.341       0.937        0.65     231244.  
       202.5        1.43      0.6439      0.0135      0.0298       0.809       3.401       0.965     603.519       0.384       4.291       0.725        0.65     233450.  
       209.8        1.48     -0.0022      0.0000      0.0150       0.408       1.714      -0.002     304.159       0.194      -0.007      -0.002        0.66     235713.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      16000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1446      0.1056       3.478      13.700      11.796    2593.453       1.548      52.466       2.063        0.63     213040.  
         7.7        0.05      0.0634      0.1444      0.1158       3.816      15.031      11.778    2845.493       1.698      52.389       1.877        0.63     213089.  
        15.4        0.10      0.1230      0.1445      0.1195       3.938      15.512      11.787    2936.594       1.753      52.429       1.821        0.63     213238.  
        23.1        0.15      0.1802      0.1447      0.1225       4.037      15.900      11.802    3010.076       1.796      52.496       1.778        0.64     213486.  
        30.8        0.20      0.2272      0.1447      0.1296       4.270      16.819      11.804    3183.953       1.900      52.503       1.681        0.64     213832.  
        38.5        0.25      0.2863      0.1455      0.1292       4.257      16.770      11.865    3174.624       1.895      52.775       1.695        0.64     214277.  
        46.2        0.31      0.3411      0.1462      0.1307       4.308      16.970      11.919    3212.567       1.917      53.017       1.683        0.64     214819.  
        53.9        0.36      0.4064      0.1472      0.1290       4.249      16.737      12.006    3168.431       1.891      53.401       1.719        0.64     215458.  
        61.6        0.41      0.4459      0.1478      0.1349       4.444      17.506      12.054    3314.028       1.978      53.616       1.650        0.64     216192.  
        69.4        0.46      0.4948      0.1488      0.1377       4.536      17.866      12.135    3382.126       2.018      53.977       1.627        0.64     217022.  
        77.1        0.51      0.5865      0.1509      0.1308       4.311      16.981      12.305    3214.631       1.918      54.734       1.736        0.64     217946.  
        84.8        0.56      0.6247      0.1518      0.1360       4.480      17.646      12.381    3340.471       1.994      55.069       1.681        0.64     218962.  
        92.5        0.61      0.6565      0.1520      0.1413       4.656      18.342      12.397    3472.280       2.072      55.143       1.619        0.65     220070.  
       100.2        0.66      0.6853      0.1525      0.1471       4.848      19.097      12.437    3615.205       2.158      55.318       1.560        0.65     221268.  
       107.9        0.71      0.7108      0.1523      0.1525       5.026      19.797      12.418    3747.768       2.237      55.237       1.503        0.65     222554.  
       115.6        0.76      0.7358      0.1496      0.1551       5.110      20.128      12.199    3810.376       2.274      54.259       1.452        0.65     223927.  
       123.3        0.81      0.7563      0.1439      0.1549       5.103      20.100      11.737    3805.023       2.271      52.208       1.399        0.66     225386.  
       131.0        0.86      0.7780      0.1361      0.1512       4.982      19.626      11.096    3715.301       2.217      49.356       1.355        0.66     226929.  
       138.7        0.92      0.7991      0.1264      0.1448       4.771      18.792      10.307    3557.556       2.123      45.847       1.314        0.66     228554.  
       146.4        0.97      0.8197      0.1165      0.1373       4.524      17.821       9.499    3373.659       2.013      42.250       1.277        0.66     230259.  
       154.1        1.02      0.8378      0.1062      0.1290       4.250      16.740       8.664    3168.943       1.891      38.536       1.240        0.67     232043.  
       161.8        1.07      0.8570      0.0958      0.1193       3.932      15.490       7.809    2932.347       1.750      34.736       1.208        0.67     233903.  
       169.5        1.12      0.8677      0.0850      0.1096       3.611      14.224       6.931    2692.698       1.607      30.830       1.168        0.67     235839.  
       177.2        1.17      0.8734      0.0740      0.0991       3.266      12.866       6.036    2435.543       1.454      26.847       1.124        0.68     237848.  
       184.9        1.22      0.8748      0.0628      0.0876       2.887      11.371       5.121    2152.691       1.285      22.777       1.079        0.68     239928.  
       192.6        1.27      0.8697      0.0513      0.0750       2.470       9.731       4.183    1842.178       1.099      18.604       1.030        0.68     242077.  
       200.3        1.32      0.8531      0.0394      0.0611       2.014       7.935       3.217    1502.211       0.897      14.308       0.971        0.69     244294.  
       208.1        1.37      0.8058      0.0271      0.0461       1.521       5.990       2.208    1133.917       0.677       9.823       0.883        0.69     246577.  
       215.8        1.42      0.6521      0.0141      0.0308       1.016       4.001       1.151     757.402       0.452       5.121       0.689        0.70     248924.  
       223.5        1.47     -0.0016      0.0000      0.0155       0.509       2.006      -0.001     379.695       0.227      -0.006      -0.002        0.70     251334.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      17000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1439      0.1248       4.933      18.289      13.246    3678.699       2.066      58.917       1.633        0.67     226355.  
         8.2        0.05      0.0582      0.1441      0.1255       4.962      18.395      13.265    3700.033       2.078      59.003       1.626        0.67     226407.  
        16.3        0.10      0.1146      0.1443      0.1278       5.052      18.728      13.282    3766.955       2.116      59.078       1.599        0.67     226565.  
        24.5        0.15      0.1708      0.1446      0.1290       5.096      18.894      13.314    3800.427       2.135      59.221       1.589        0.68     226827.  
        32.7        0.20      0.2266      0.1451      0.1300       5.137      19.046      13.357    3830.837       2.152      59.410       1.581        0.68     227193.  
        40.9        0.25      0.3698      0.1481      0.1016       4.016      14.889      13.634    2994.785       1.682      60.643       2.065        0.68     227664.  
        49.0        0.30      0.3299      0.1461      0.1349       5.330      19.762      13.451    3974.950       2.233      59.830       1.535        0.68     228237.  
        57.2        0.36      0.4709      0.1491      0.1125       4.445      16.480      13.725    3314.878       1.862      61.050       1.878        0.68     228913.  
        65.4        0.41      0.5140      0.1497      0.1182       4.673      17.326      13.783    3484.988       1.958      61.306       1.794        0.68     229691.  
        73.5        0.46      0.4790      0.1487      0.1418       5.603      20.772      13.687    4177.983       2.347      60.881       1.486        0.68     230569.  
        81.7        0.51      0.5884      0.1513      0.1305       5.156      19.117      13.926    3845.139       2.160      61.945       1.643        0.68     231546.  
        89.9        0.56      0.6215      0.1522      0.1367       5.404      20.035      14.013    4029.857       2.264      62.331       1.577        0.68     232622.  
        98.0        0.61      0.6189      0.1525      0.1500       5.929      21.981      14.036    4421.235       2.483      62.431       1.440        0.69     233794.  
       106.2        0.66      0.6781      0.1542      0.1500       5.930      21.983      14.195    4421.736       2.484      63.141       1.456        0.69     235062.  
       114.4        0.71      0.7025      0.1549      0.1567       6.193      22.960      14.263    4618.142       2.594      63.443       1.401        0.69     236423.  
       122.6        0.76      0.7218      0.1548      0.1632       6.452      23.919      14.249    4811.055       2.702      63.380       1.343        0.69     237877.  
       130.7        0.81      0.7449      0.1496      0.1630       6.444      23.890      13.770    4805.272       2.699      61.248       1.300        0.70     239421.  
       138.9        0.86      0.7575      0.1415      0.1612       6.370      23.617      13.028    4750.273       2.668      57.948       1.244        0.70     241053.  
       147.1        0.91      0.7786      0.1315      0.1542       6.096      22.599      12.103    4545.651       2.553      53.832       1.208        0.70     242773.  
       155.2        0.96      0.8065      0.1214      0.1452       5.737      21.270      11.178    4278.235       2.403      49.719       1.185        0.71     244578.  
       163.4        1.02      0.8311      0.1102      0.1346       5.321      19.727      10.148    3967.835       2.229      45.138       1.160        0.71     246466.  
       171.6        1.07      0.8546      0.0986      0.1230       4.861      18.023       9.080    3625.175       2.036      40.389       1.136        0.71     248435.  
       179.7        1.12      0.8660      0.0876      0.1129       4.463      16.546       8.064    3328.131       1.869      35.867       1.099        0.72     250484.  
       187.9        1.17      0.8722      0.0764      0.1023       4.042      14.986       7.035    3014.295       1.693      31.292       1.059        0.72     252611.  
       196.1        1.22      0.8740      0.0650      0.0906       3.579      13.270       5.982    2669.102       1.499      26.610       1.017        0.72     254813.  
       204.3        1.27      0.8693      0.0532      0.0776       3.068      11.373       4.896    2287.579       1.285      21.777       0.971        0.73     257088.  
       212.4        1.32      0.8532      0.0411      0.0635       2.511       9.308       3.781    1872.296       1.052      16.820       0.916        0.73     259435.  
       220.6        1.37      0.8072      0.0285      0.0483       1.910       7.083       2.621    1424.585       0.800      11.660       0.835        0.74     261852.  
       228.8        1.42      0.6547      0.0149      0.0323       1.275       4.727       1.368     950.834       0.534       6.087       0.653        0.74     264337.  
       236.9        1.47      0.0091      0.0001      0.0161       0.636       2.357       0.009     474.069       0.266       0.041       0.009        0.74     266888.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
