         6.5x7.0                  (65x70.dat)                                                                                                                             
         v2020-0506                                                                                                                                                       
         Simulation Date: 03/09/2021                                                                                                                                      
                                                                                                                                                                          
         POLARS WERE GENERATED USING:  TAIR (DEFAULT, BATCH)                                                                                                              
                                                                                                                                                                          
         ====== PERFORMANCE DATA (versus advance ratio and MPH) ======                                                                                                    
                                                                                                                                                                          
         DEFINITIONS:                                                                                                                                                     
         J=V/nD (advance ratio)                                                                                                                                           
         Ct=T/(rho * n**2 * D**4) (thrust coef.)                                                                                                                          
         Cp=P/(rho * n**3 * D**5) (power coef.)                                                                                                                           
         Pe=Ct*J/Cp (efficiency)                                                                                                                                          
         V  (model speed in MPH)                                                                                                                                          
         Mach (at prop tip)                                                                                                                                               
         Reyn (at 75% of span)                                                                                                                                            
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =       1000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
        25.9        0.32      0.4597      0.1118      0.0786       0.161       0.781       1.074     120.144       0.088       4.778       4.055        0.34      55498.  
        29.5        0.37      0.5090      0.1121      0.0813       0.167       0.808       1.077     124.321       0.091       4.791       3.929        0.34      55655.  
        33.2        0.42      0.5539      0.1123      0.0843       0.173       0.838       1.080     128.849       0.095       4.802       3.801        0.34      55832.  
        36.9        0.46      0.5940      0.1126      0.0875       0.179       0.870       1.082     133.757       0.098       4.812       3.668        0.34      56029.  
        40.6        0.51      0.6292      0.1127      0.0909       0.186       0.904       1.083     139.040       0.102       4.816       3.532        0.34      56246.  
        44.3        0.55      0.6593      0.1126      0.0946       0.194       0.940       1.082     144.646       0.106       4.813       3.393        0.34      56482.  
        48.0        0.60      0.6839      0.1121      0.0984       0.202       0.978       1.078     150.418       0.110       4.793       3.249        0.34      56739.  
        51.7        0.65      0.7052      0.1110      0.1017       0.209       1.011       1.066     155.493       0.114       4.743       3.111        0.34      57014.  
        55.4        0.69      0.7240      0.1086      0.1039       0.213       1.033       1.044     158.871       0.117       4.644       2.981        0.34      57308.  
        59.1        0.74      0.7404      0.1047      0.1044       0.214       1.038       1.006     159.615       0.117       4.473       2.858        0.34      57621.  
        62.8        0.78      0.7553      0.0983      0.1022       0.209       1.016       0.945     156.216       0.115       4.203       2.744        0.35      57952.  
        66.5        0.83      0.7678      0.0909      0.0984       0.202       0.978       0.874     150.467       0.111       3.887       2.634        0.35      58302.  
        70.2        0.88      0.7778      0.0834      0.0940       0.193       0.935       0.801     143.787       0.106       3.565       2.528        0.35      58669.  
        73.9        0.92      0.7865      0.0757      0.0889       0.182       0.883       0.728     135.871       0.100       3.236       2.429        0.35      59053.  
        77.6        0.97      0.7926      0.0679      0.0830       0.170       0.825       0.652     126.916       0.093       2.901       2.331        0.35      59454.  
        81.3        1.02      0.7951      0.0599      0.0765       0.157       0.760       0.576     116.958       0.086       2.560       2.232        0.35      59872.  
        84.9        1.06      0.7929      0.0518      0.0693       0.142       0.689       0.498     106.018       0.078       2.213       2.129        0.35      60307.  
        88.6        1.11      0.7831      0.0435      0.0615       0.126       0.612       0.418      94.094       0.069       1.859       2.015        0.36      60757.  
        92.3        1.15      0.7619      0.0351      0.0532       0.109       0.529       0.337      81.292       0.060       1.500       1.882        0.36      61223.  
        96.0        1.20      0.7208      0.0265      0.0442       0.091       0.439       0.255      67.529       0.050       1.134       1.712        0.36      61704.  
        99.7        1.25      0.6419      0.0178      0.0346       0.071       0.344       0.171      52.974       0.039       0.763       1.468        0.36      62201.  
       103.4        1.29      0.4777      0.0091      0.0247       0.051       0.245       0.088      37.698       0.028       0.390       1.054        0.36      62712.  
       107.1        1.34     -0.0002      0.0000      0.0141       0.029       0.140       0.000      21.486       0.016       0.000       0.000        0.36      63237.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      14000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0636       0.163       0.734       1.229     121.521       0.083       5.467       4.587        0.36      59213.  
         4.0        0.05      0.0782      0.1104      0.0653       0.167       0.753       1.230     124.801       0.085       5.472       4.471        0.36      59225.  
         8.0        0.09      0.1523      0.1105      0.0672       0.172       0.775       1.232     128.356       0.088       5.479       4.352        0.36      59259.  
        12.0        0.14      0.2222      0.1107      0.0692       0.177       0.798       1.234     132.197       0.090       5.488       4.233        0.36      59316.  
        16.0        0.19      0.2879      0.1109      0.0714       0.183       0.823       1.237     136.348       0.093       5.500       4.113        0.36      59396.  
        20.0        0.23      0.3494      0.1112      0.0737       0.189       0.850       1.240     140.772       0.096       5.514       3.994        0.36      59498.  
        23.9        0.28      0.4070      0.1115      0.0761       0.195       0.878       1.243     145.406       0.099       5.529       3.877        0.36      59623.  
        27.9        0.32      0.4607      0.1118      0.0787       0.202       0.907       1.246     150.287       0.103       5.544       3.761        0.36      59771.  
        31.9        0.37      0.5101      0.1121      0.0814       0.209       0.939       1.250     155.533       0.106       5.559       3.645        0.36      59941.  
        35.9        0.42      0.5550      0.1124      0.0844       0.216       0.973       1.253     161.233       0.110       5.573       3.525        0.36      60132.  
        39.9        0.46      0.5951      0.1127      0.0877       0.225       1.011       1.256     167.430       0.114       5.585       3.401        0.36      60346.  
        43.9        0.51      0.6303      0.1128      0.0912       0.233       1.051       1.257     174.105       0.119       5.591       3.275        0.37      60581.  
        47.9        0.56      0.6603      0.1127      0.0949       0.243       1.094       1.256     181.196       0.124       5.588       3.145        0.37      60838.  
        51.9        0.60      0.6848      0.1123      0.0987       0.253       1.138       1.251     188.514       0.129       5.566       3.011        0.37      61116.  
        55.9        0.65      0.7060      0.1112      0.1021       0.261       1.177       1.239     194.990       0.133       5.511       2.882        0.37      61414.  
        59.9        0.69      0.7246      0.1089      0.1044       0.267       1.203       1.213     199.340       0.136       5.397       2.761        0.37      61733.  
        63.9        0.74      0.7409      0.1049      0.1049       0.269       1.209       1.169     200.272       0.137       5.198       2.647        0.37      62072.  
        67.8        0.79      0.7558      0.0984      0.1025       0.263       1.182       1.097     195.824       0.134       4.879       2.541        0.37      62431.  
        71.8        0.83      0.7683      0.0910      0.0987       0.253       1.138       1.014     188.501       0.129       4.510       2.440        0.37      62810.  
        75.8        0.88      0.7782      0.0834      0.0942       0.241       1.087       0.929     179.997       0.123       4.132       2.341        0.37      63207.  
        79.8        0.93      0.7871      0.0756      0.0890       0.228       1.026       0.843     169.893       0.116       3.748       2.249        0.38      63624.  
        83.8        0.97      0.7931      0.0677      0.0830       0.213       0.957       0.754     158.512       0.108       3.355       2.159        0.38      64059.  
        87.8        1.02      0.7954      0.0596      0.0764       0.196       0.881       0.665     145.890       0.100       2.956       2.066        0.38      64512.  
        91.8        1.07      0.7928      0.0514      0.0691       0.177       0.797       0.573     131.995       0.090       2.550       1.970        0.38      64983.  
        95.8        1.11      0.7824      0.0431      0.0612       0.157       0.706       0.480     116.925       0.080       2.136       1.863        0.38      65471.  
        99.8        1.16      0.7801      0.0349      0.0519       0.133       0.598       0.389      99.049       0.068       1.732       1.783        0.38      65976.  
       103.8        1.20      0.7385      0.0263      0.0428       0.110       0.494       0.293      81.747       0.056       1.301       1.623        0.39      66497.  
       107.8        1.25      0.6726      0.0177      0.0330       0.084       0.380       0.198      62.955       0.043       0.879       1.424        0.39      67035.  
       111.7        1.30      0.5008      0.0089      0.0229       0.059       0.264       0.099      43.808       0.030       0.439       1.022        0.39      67588.  
       115.7        1.34      0.0001      0.0000      0.0125       0.032       0.145       0.000      23.943       0.016       0.000       0.000        0.39      68157.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      15000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1103      0.0645       0.203       0.853       1.411     151.460       0.096       6.277       4.226        0.39      63443.  
         4.3        0.05      0.0773      0.1104      0.0661       0.208       0.875       1.413     155.234       0.099       6.283       4.127        0.39      63455.  
         8.5        0.09      0.1508      0.1106      0.0678       0.214       0.898       1.414     159.348       0.101       6.292       4.026        0.39      63492.  
        12.8        0.14      0.2205      0.1108      0.0697       0.220       0.923       1.417     163.819       0.104       6.303       3.923        0.39      63553.  
        17.1        0.19      0.2862      0.1110      0.0718       0.226       0.950       1.420     168.661       0.107       6.318       3.820        0.39      63638.  
        21.4        0.23      0.3480      0.1113      0.0740       0.233       0.980       1.424     173.868       0.111       6.335       3.715        0.39      63748.  
        25.6        0.28      0.4059      0.1116      0.0764       0.241       1.011       1.428     179.390       0.114       6.353       3.612        0.39      63882.  
        29.9        0.32      0.4599      0.1120      0.0789       0.248       1.044       1.433     185.268       0.118       6.373       3.508        0.39      64039.  
        34.2        0.37      0.5097      0.1123      0.0816       0.257       1.080       1.437     191.615       0.122       6.392       3.402        0.39      64221.  
        38.5        0.42      0.5549      0.1127      0.0845       0.266       1.119       1.441     198.585       0.126       6.411       3.292        0.39      64426.  
        42.7        0.46      0.5953      0.1129      0.0878       0.277       1.162       1.445     206.208       0.131       6.427       3.178        0.39      64654.  
        47.0        0.51      0.6305      0.1131      0.0913       0.288       1.209       1.447     214.492       0.137       6.437       3.060        0.39      64906.  
        51.3        0.56      0.6603      0.1131      0.0951       0.300       1.259       1.447     223.386       0.142       6.436       2.938        0.39      65180.  
        55.5        0.60      0.6844      0.1127      0.0990       0.312       1.311       1.442     232.671       0.148       6.413       2.811        0.39      65478.  
        59.8        0.65      0.7053      0.1117      0.1026       0.323       1.358       1.429     240.950       0.153       6.355       2.690        0.39      65797.  
        64.1        0.69      0.7238      0.1095      0.1050       0.331       1.389       1.400     246.579       0.157       6.229       2.576        0.40      66138.  
        68.4        0.74      0.7402      0.1055      0.1055       0.332       1.397       1.350     247.900       0.158       6.004       2.470        0.40      66501.  
        72.6        0.79      0.7551      0.0991      0.1032       0.325       1.366       1.268     242.501       0.154       5.640       2.372        0.40      66885.  
        76.9        0.83      0.7736      0.0918      0.0988       0.311       1.308       1.174     232.121       0.148       5.223       2.294        0.40      67290.  
        81.2        0.88      0.7843      0.0841      0.0943       0.297       1.248       1.077     221.575       0.141       4.789       2.204        0.40      67715.  
        85.4        0.93      0.7991      0.0765      0.0886       0.279       1.173       0.979     208.172       0.133       4.355       2.133        0.40      68161.  
        89.7        0.97      0.8146      0.0687      0.0820       0.258       1.085       0.879     192.618       0.123       3.912       2.071        0.40      68626.  
        94.0        1.02      0.8190      0.0607      0.0754       0.237       0.998       0.776     177.096       0.113       3.452       1.988        0.41      69111.  
        98.3        1.06      0.8275      0.0527      0.0678       0.213       0.897       0.674     159.200       0.101       2.999       1.921        0.41      69614.  
       102.5        1.11      0.8217      0.0443      0.0599       0.189       0.793       0.567     140.745       0.090       2.523       1.828        0.41      70136.  
       106.8        1.16      0.8038      0.0358      0.0515       0.162       0.681       0.457     120.865       0.077       2.035       1.717        0.41      70676.  
       111.1        1.20      0.7647      0.0270      0.0425       0.134       0.563       0.346      99.939       0.064       1.539       1.570        0.41      71234.  
       115.4        1.25      0.6872      0.0182      0.0331       0.104       0.439       0.233      77.826       0.050       1.037       1.359        0.42      71809.  
       119.6        1.30      0.5104      0.0090      0.0229       0.072       0.303       0.115      53.696       0.034       0.512       0.973        0.42      72401.  
       123.9        1.34      0.0021      0.0000      0.0124       0.039       0.165       0.000      29.211       0.019       0.001       0.004        0.42      73010.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      16000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1104      0.0661       0.253       0.996       1.607     188.520       0.113       7.147       3.866        0.41      67672.  
         4.6        0.05      0.0757      0.1105      0.0676       0.258       1.018       1.608     192.634       0.115       7.154       3.787        0.41      67685.  
         9.1        0.09      0.1481      0.1106      0.0692       0.264       1.041       1.611     197.141       0.118       7.164       3.706        0.41      67724.  
        13.7        0.14      0.2171      0.1109      0.0709       0.271       1.067       1.614     202.063       0.121       7.178       3.622        0.41      67790.  
        18.2        0.19      0.2827      0.1111      0.0728       0.278       1.096       1.618     207.427       0.124       7.195       3.537        0.41      67881.  
        22.8        0.23      0.3448      0.1115      0.0748       0.286       1.127       1.622     213.259       0.127       7.217       3.451        0.41      67998.  
        27.3        0.28      0.4032      0.1118      0.0770       0.294       1.160       1.628     219.517       0.131       7.240       3.363        0.41      68140.  
        31.9        0.32      0.4580      0.1122      0.0794       0.303       1.195       1.633     226.248       0.135       7.265       3.274        0.41      68309.  
        36.5        0.37      0.5085      0.1126      0.0820       0.313       1.234       1.639     233.681       0.139       7.289       3.181        0.42      68502.  
        41.0        0.42      0.5591      0.1131      0.0842       0.322       1.268       1.646     240.108       0.143       7.321       3.109        0.42      68721.  
        45.6        0.46      0.6029      0.1134      0.0871       0.333       1.311       1.651     248.219       0.148       7.345       3.018        0.42      68965.  
        50.1        0.51      0.6382      0.1137      0.0907       0.347       1.365       1.655     258.437       0.154       7.359       2.904        0.42      69233.  
        54.7        0.56      0.6685      0.1137      0.0944       0.361       1.422       1.655     269.236       0.161       7.361       2.788        0.42      69526.  
        59.2        0.60      0.6928      0.1133      0.0984       0.376       1.482       1.650     280.574       0.167       7.338       2.667        0.42      69843.  
        63.8        0.65      0.7174      0.1125      0.1016       0.388       1.530       1.638     289.665       0.173       7.285       2.564        0.42      70184.  
        68.4        0.69      0.7365      0.1104      0.1040       0.398       1.567       1.607     296.628       0.177       7.149       2.457        0.42      70548.  
        72.9        0.74      0.7537      0.1065      0.1046       0.400       1.576       1.551     298.327       0.178       6.897       2.357        0.42      70935.  
        77.5        0.79      0.7699      0.1001      0.1023       0.391       1.541       1.457     291.668       0.174       6.483       2.266        0.43      71345.  
        82.0        0.83      0.7842      0.0926      0.0984       0.376       1.482       1.348     280.517       0.167       5.998       2.180        0.43      71776.  
        86.6        0.88      0.7961      0.0850      0.0938       0.359       1.413       1.237     267.500       0.160       5.501       2.097        0.43      72230.  
        91.2        0.93      0.8206      0.0775      0.0874       0.334       1.317       1.128     249.224       0.149       5.019       2.054        0.43      72706.  
        95.7        0.97      0.8296      0.0695      0.0815       0.311       1.227       1.012     232.239       0.139       4.503       1.977        0.43      73202.  
       100.3        1.02      0.8355      0.0614      0.0748       0.286       1.127       0.894     213.339       0.127       3.977       1.901        0.43      73719.  
       104.8        1.06      0.8373      0.0531      0.0675       0.258       1.017       0.773     192.551       0.115       3.440       1.822        0.44      74256.  
       109.4        1.11      0.8325      0.0447      0.0596       0.228       0.898       0.651     170.045       0.101       2.895       1.736        0.44      74813.  
       113.9        1.16      0.8164      0.0361      0.0512       0.196       0.771       0.526     145.902       0.087       2.338       1.634        0.44      75390.  
       118.5        1.20      0.7773      0.0273      0.0422       0.161       0.636       0.397     120.377       0.072       1.766       1.496        0.44      75985.  
       123.1        1.25      0.6976      0.0183      0.0327       0.125       0.493       0.266      93.270       0.056       1.183       1.293        0.44      76598.  
       127.6        1.30      0.5226      0.0092      0.0227       0.087       0.342       0.133      64.786       0.039       0.593       0.934        0.45      77230.  
       132.2        1.34     -0.0004      0.0000      0.0126       0.048       0.190       0.000      35.920       0.021       0.000      -0.001        0.45      77879.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      17000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1108      0.0638       0.292       1.084       1.821     218.090       0.123       8.099       3.787        0.44      71902.  
         4.8        0.05      0.0787      0.1109      0.0653       0.299       1.110       1.823     223.311       0.125       8.107       3.702        0.44      71916.  
         9.7        0.09      0.1536      0.1111      0.0670       0.307       1.139       1.825     229.041       0.129       8.119       3.615        0.44      71957.  
        14.5        0.14      0.2247      0.1113      0.0688       0.316       1.170       1.829     235.302       0.132       8.135       3.525        0.44      72027.  
        19.4        0.19      0.2919      0.1116      0.0708       0.325       1.204       1.833     242.139       0.136       8.155       3.434        0.44      72124.  
        24.2        0.23      0.3550      0.1119      0.0730       0.335       1.241       1.839     249.617       0.140       8.180       3.342        0.44      72248.  
        29.1        0.28      0.4255      0.1126      0.0735       0.337       1.250       1.850     251.392       0.141       8.229       3.338        0.44      72400.  
        33.9        0.32      0.4794      0.1129      0.0764       0.350       1.298       1.856     261.177       0.147       8.256       3.223        0.44      72579.  
        38.8        0.37      0.5280      0.1133      0.0795       0.365       1.352       1.862     271.873       0.153       8.282       3.106        0.44      72785.  
        43.6        0.42      0.5720      0.1137      0.0828       0.380       1.408       1.868     283.227       0.159       8.308       2.991        0.44      73018.  
        48.5        0.46      0.6114      0.1140      0.0863       0.396       1.468       1.873     295.241       0.166       8.332       2.878        0.44      73278.  
        53.3        0.51      0.6462      0.1142      0.0900       0.413       1.531       1.877     307.890       0.173       8.349       2.765        0.44      73563.  
        58.2        0.56      0.6761      0.1143      0.0939       0.431       1.597       1.878     321.162       0.180       8.352       2.652        0.45      73875.  
        63.0        0.60      0.7007      0.1140      0.0979       0.449       1.665       1.873     334.853       0.188       8.331       2.537        0.45      74212.  
        67.8        0.65      0.7224      0.1131      0.1015       0.466       1.726       1.859     347.226       0.195       8.270       2.429        0.45      74574.  
        72.7        0.69      0.7416      0.1111      0.1041       0.477       1.770       1.826     355.950       0.200       8.122       2.327        0.45      74962.  
        77.5        0.74      0.7631      0.1075      0.1044       0.479       1.774       1.766     356.894       0.200       7.857       2.245        0.45      75374.  
        82.4        0.79      0.7802      0.1011      0.1020       0.468       1.734       1.661     348.748       0.196       7.387       2.160        0.45      75810.  
        87.2        0.83      0.7956      0.0935      0.0980       0.449       1.666       1.537     335.138       0.188       6.837       2.080        0.45      76269.  
        92.1        0.88      0.8088      0.0858      0.0934       0.428       1.588       1.411     319.339       0.179       6.274       2.004        0.46      76752.  
        96.9        0.93      0.8205      0.0780      0.0880       0.404       1.496       1.281     300.977       0.169       5.699       1.931        0.46      77258.  
       101.8        0.97      0.8295      0.0699      0.0820       0.376       1.394       1.149     280.366       0.157       5.111       1.859        0.46      77786.  
       106.6        1.02      0.8355      0.0618      0.0753       0.345       1.280       1.015     257.528       0.145       4.514       1.787        0.46      78337.  
       111.5        1.07      0.8374      0.0534      0.0679       0.312       1.155       0.878     232.355       0.131       3.905       1.714        0.46      78908.  
       116.3        1.11      0.8326      0.0449      0.0600       0.275       1.020       0.738     205.085       0.115       3.284       1.633        0.46      79501.  
       121.2        1.16      0.8166      0.0363      0.0514       0.236       0.874       0.596     175.812       0.099       2.651       1.537        0.47      80114.  
       126.0        1.20      0.7889      0.0274      0.0419       0.192       0.712       0.451     143.218       0.080       2.006       1.428        0.47      80747.  
       130.8        1.25      0.7087      0.0184      0.0324       0.149       0.551       0.302     110.815       0.062       1.342       1.235        0.47      81400.  
       135.7        1.30      0.5345      0.0093      0.0225       0.103       0.382       0.152      76.771       0.043       0.676       0.898        0.47      82072.  
       140.5        1.34     -0.0005      0.0000      0.0123       0.056       0.209       0.000      42.086       0.024       0.000      -0.001        0.48      82763.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      18000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1113      0.0614       0.334       1.171       2.050     249.330       0.132       9.118       3.729        0.46      76131.  
         5.1        0.05      0.0819      0.1114      0.0630       0.343       1.201       2.052     255.777       0.136       9.128       3.639        0.46      76146.  
        10.3        0.09      0.1595      0.1116      0.0648       0.353       1.235       2.055     262.936       0.139       9.142       3.546        0.46      76190.  
        15.4        0.14      0.2327      0.1118      0.0667       0.363       1.272       2.059     270.875       0.144       9.160       3.448        0.46      76263.  
        20.5        0.19      0.3013      0.1121      0.0689       0.375       1.313       2.065     279.621       0.148       9.183       3.349        0.46      76366.  
        25.7        0.23      0.3652      0.1124      0.0713       0.388       1.358       2.071     289.227       0.153       9.211       3.248        0.47      76498.  
        30.8        0.28      0.4243      0.1128      0.0739       0.402       1.408       2.078     299.784       0.159       9.244       3.144        0.47      76659.  
        35.9        0.32      0.4783      0.1132      0.0767       0.418       1.462       2.086     311.386       0.165       9.277       3.038        0.47      76848.  
        41.0        0.37      0.5272      0.1136      0.0798       0.434       1.521       2.093     323.990       0.172       9.309       2.930        0.47      77066.  
        46.2        0.42      0.5715      0.1140      0.0831       0.452       1.584       2.100     337.419       0.179       9.341       2.823        0.47      77313.  
        51.3        0.46      0.6112      0.1143      0.0866       0.472       1.651       2.107     351.666       0.187       9.370       2.717        0.47      77587.  
        56.4        0.51      0.6494      0.1148      0.0900       0.490       1.716       2.114     365.377       0.194       9.405       2.625        0.47      77890.  
        61.6        0.56      0.6784      0.1148      0.0940       0.512       1.793       2.115     381.758       0.203       9.409       2.513        0.47      78220.  
        66.7        0.60      0.7033      0.1146      0.0981       0.534       1.870       2.111     398.154       0.211       9.391       2.405        0.47      78576.  
        71.8        0.65      0.7252      0.1139      0.1018       0.554       1.940       2.098     413.202       0.219       9.332       2.303        0.47      78960.  
        77.0        0.69      0.7445      0.1120      0.1045       0.569       1.992       2.064     424.136       0.225       9.179       2.207        0.48      79370.  
        82.1        0.74      0.7676      0.1083      0.1046       0.569       1.993       1.996     424.515       0.225       8.879       2.133        0.48      79806.  
        87.2        0.79      0.7851      0.1019      0.1022       0.556       1.948       1.878     414.903       0.220       8.354       2.053        0.48      80268.  
        92.3        0.83      0.8011      0.0944      0.0982       0.534       1.871       1.739     398.570       0.211       7.734       1.979        0.48      80754.  
        97.5        0.88      0.8149      0.0866      0.0935       0.509       1.783       1.596     379.655       0.201       7.099       1.907        0.48      81265.  
       102.6        0.93      0.8270      0.0787      0.0881       0.480       1.680       1.450     357.815       0.190       6.451       1.838        0.48      81801.  
       107.7        0.97      0.8366      0.0706      0.0821       0.447       1.565       1.301     333.302       0.177       5.789       1.771        0.49      82360.  
       112.9        1.02      0.8433      0.0624      0.0754       0.410       1.437       1.150     306.007       0.162       5.114       1.704        0.49      82942.  
       118.0        1.07      0.8461      0.0540      0.0680       0.370       1.296       0.995     276.045       0.146       4.428       1.636        0.49      83547.  
       123.1        1.11      0.8427      0.0455      0.0600       0.327       1.144       0.839     243.626       0.129       3.730       1.561        0.49      84175.  
       128.3        1.16      0.8285      0.0368      0.0514       0.280       0.979       0.677     208.538       0.111       3.013       1.473        0.49      84824.  
       133.4        1.20      0.7911      0.0278      0.0423       0.230       0.806       0.512     171.722       0.091       2.278       1.353        0.50      85494.  
       138.5        1.25      0.7113      0.0186      0.0328       0.178       0.625       0.343     133.010       0.071       1.528       1.171        0.50      86185.  
       143.7        1.30      0.5344      0.0094      0.0227       0.124       0.433       0.173      92.268       0.049       0.768       0.849        0.50      86896.  
       148.8        1.34     -0.0004      0.0000      0.0125       0.068       0.238       0.000      50.715       0.027       0.000      -0.001        0.50      87627.  
                                                                                                                                                                          
                                                                                                                                                                          
                                                                                                                                                                          
         PROP RPM =      19000                                                                                                                                            
                                                                                                                                                                          
         V          J           Pe         Ct          Cp          PWR         Torque      Thrust      PWR         Torque      Thrust      THR/PWR      Mach       Reyn   
       (mph)     (Adv_Ratio)     -          -           -          (Hp)        (In-Lbf)     (Lbf)      (W)         (N-m)       (N)         (g/W)         -          -     
         0.0        0.00      0.0000      0.1114      0.0620       0.397       1.317       2.288     296.127       0.149      10.176       3.504        0.49      80361.  
         5.4        0.05      0.0815      0.1116      0.0634       0.406       1.346       2.291     302.530       0.152      10.188       3.434        0.49      80376.  
        10.8        0.09      0.1594      0.1118      0.0649       0.416       1.379       2.294     309.913       0.156      10.205       3.358        0.49      80423.  
        16.2        0.14      0.2332      0.1120      0.0667       0.427       1.416       2.299     318.433       0.160      10.227       3.275        0.49      80500.  
        21.7        0.19      0.3025      0.1123      0.0687       0.440       1.460       2.305     328.184       0.165      10.254       3.186        0.49      80608.  
        27.1        0.23      0.3669      0.1126      0.0711       0.455       1.509       2.312     339.299       0.171      10.286       3.091        0.49      80748.  
        32.5        0.28      0.4348      0.1135      0.0725       0.464       1.539       2.329     346.008       0.174      10.360       3.053        0.49      80917.  
        37.9        0.32      0.4886      0.1139      0.0755       0.483       1.604       2.337     360.500       0.181      10.396       2.941        0.49      81117.  
        43.3        0.37      0.5372      0.1143      0.0788       0.504       1.673       2.345     376.029       0.189      10.432       2.829        0.49      81347.  
        48.7        0.42      0.5808      0.1146      0.0822       0.526       1.746       2.353     392.553       0.197      10.466       2.719        0.49      81607.  
        54.1        0.46      0.6195      0.1150      0.0859       0.550       1.824       2.360     410.116       0.206      10.497       2.610        0.50      81897.  
        59.6        0.51      0.6535      0.1152      0.0898       0.575       1.907       2.365     428.631       0.215      10.520       2.503        0.50      82216.  
        65.0        0.56      0.6825      0.1153      0.0939       0.601       1.993       2.367     448.090       0.225      10.529       2.396        0.50      82564.  
        70.4        0.60      0.7075      0.1151      0.0979       0.627       2.080       2.364     467.607       0.235      10.514       2.293        0.50      82941.  
        75.8        0.65      0.7294      0.1145      0.1018       0.651       2.161       2.351     485.798       0.244      10.457       2.195        0.50      83345.  
        81.2        0.69      0.7487      0.1129      0.1047       0.670       2.223       2.317     499.706       0.251      10.304       2.103        0.50      83778.  
        86.6        0.74      0.7665      0.1092      0.1055       0.676       2.241       2.242     503.854       0.253       9.973       2.018        0.50      84238.  
        92.0        0.79      0.7841      0.1028      0.1032       0.661       2.192       2.111     492.744       0.248       9.389       1.943        0.51      84725.  
        97.5        0.83      0.8002      0.0952      0.0992       0.635       2.106       1.954     473.345       0.238       8.693       1.873        0.51      85238.  
       102.9        0.88      0.8141      0.0874      0.0945       0.605       2.006       1.795     450.925       0.227       7.983       1.805        0.51      85778.  
       108.3        0.93      0.8264      0.0795      0.0890       0.570       1.891       1.631     425.063       0.214       7.256       1.741        0.51      86343.  
       113.7        0.97      0.8361      0.0714      0.0830       0.531       1.762       1.465     396.050       0.199       6.515       1.677        0.51      86932.  
       119.1        1.02      0.8431      0.0631      0.0762       0.488       1.618       1.294     363.668       0.183       5.758       1.614        0.51      87547.  
       124.5        1.06      0.8462      0.0546      0.0687       0.440       1.459       1.121     328.063       0.165       4.986       1.550        0.52      88185.  
       129.9        1.11      0.8428      0.0460      0.0606       0.388       1.288       0.944     289.478       0.145       4.200       1.479        0.52      88847.  
       135.4        1.16      0.8286      0.0372      0.0520       0.333       1.103       0.764     248.054       0.125       3.397       1.396        0.52      89532.  
       140.8        1.20      0.7991      0.0282      0.0425       0.272       0.902       0.579     202.788       0.102       2.575       1.295        0.52      90239.  
       146.2        1.25      0.7170      0.0189      0.0330       0.211       0.701       0.389     157.684       0.079       1.730       1.119        0.53      90968.  
